team,season,pressured_pct_allowed,hurry_rate_allowed,hit_rate_allowed
SF,2022,0.16989140290746432,0.031755402412610156,0.07938850603152539
SF,2023,0.1842402717396288,0.04263411246867444,0.08526822493734888
SF,2024,0.19196080844331156,0.06669824700148962,0.06832503351372106
SF,2025,0.19152577040640398,0.0648019523931442,0.0835225164178303
TB,2018,0.2263941051526267,0.09249027466601213,0.07730530419845791
TB,2019,0.23436645404674117,0.09176999706649504,0.07623968987062664
TB,2020,0.17718931243084046,0.05654978056303419,0.08545300173969611
TB,2021,0.1156773194997945,0.039727564272656696,0.0408960220453819
TB,2022,0.13282330661073555,0.03111176551242454,0.07299298831761142
TB,2023,0.17829985202053944,0.05805111461133842,0.05390460642481425
TB,2024,0.16377215004865092,0.07377123876065357,0.029508495504261427
TB,2025,0.15024038639955753,0.05634014489983408,0.0344300885498986
TEN,2018,0.2572580755903062,0.13447581224038735,0.031182797041249242
TEN,2019,0.25848748952241674,0.08505072235898872,0.07170943257718657
TEN,2020,0.23436061791395552,0.07030818537418666,0.11898308294093127
TEN,2021,0.2373788439119953,0.05132515544043141,0.10906595531091676
TEN,2022,0.2790047701780689,0.08408362936873309,0.10128255355779213
TEN,2023,0.27655734286521466,0.03130837843757147,0.13393028553850017
TEN,2024,0.23234800559071084,0.0539963674964328,0.09326645294838393
TEN,2025,0.27735597537553963,0.10940152362035176,0.08166592608279778
WAS,2018,0.28102452668969624,0.14640199893415312,0.06058013748999439
WAS,2019,0.3063605424653344,0.13024909290442363,0.08438673624793643
WAS,2020,0.2583610972841091,0.09267300228669131,0.09267300228669131
WAS,2021,0.2501320059051942,0.09498683768551679,0.08707126787839038
WAS,2022,0.24574797507174398,0.06024789066275014,0.10939748567709894
WAS,2023,0.22197180115410858,0.05410562653131397,0.077690130403938
WAS,2024,0.19104043888929106,0.07564688519777296,0.04615742147660724
WAS,2025,0.18230332790094825,0.04557583197523706,0.07362249780615218
