team,player_name,jersey,pos,nfl_status,height,weight,experience,college
PIT,Pat Freiermuth,88,TE,ACT,77,258,6,Penn State
PIT,Patrick Queen,6,LB,ACT,72,230,7,LSU
PIT,Payton Wilson,41,LB,ACT,76,242,3,N.C. State
PIT,Rayshawn Jenkins,20,DB,ACT,73,220,10,Miami
PIT,Rico Dowdle,13,RB,ACT,71,218,7,South Carolina
PIT,Riley Nowakowski,37,FB,ACT,74,250,R,Indiana
PIT,Robert Spears-Jennings,28,SAF,ACT,73,205,R,Oklahoma
PIT,Robert Tonyan,85,TE,ACT,77,240,8,Indiana State
PIT,Roman Wilson,14,WR,ACT,72,192,3,Michigan
PIT,Ryan McCollum,62,C,ACT,77,300,4,Texas A&M
PIT,Sebastian Castro,49,SAF,DEV,71,203,2,Iowa
PIT,Sebastian Joseph-Day,69,DT,ACT,76,310,8,Rutgers
PIT,Spencer Anderson,74,G,ACT,77,305,4,Maryland
PIT,Steven Jones,79,G,DEV,77,340,1,Oregon
PIT,T.J. Watt,90,OLB,ACT,76,252,10,Wisconsin
PIT,Travis Homer,21,RB,DEV,70,202,8,Miami
PIT,Troy Fautanu,76,OT,ACT,76,317,3,Washington
PIT,Will Howard,18,QB,ACT,76,235,2,Ohio State
PIT,Yahya Black,94,DE,ACT,77,330,2,Iowa
PIT,Zach Frazier,54,C,ACT,75,310,3,West Virginia
SEA,AJ Barner,88,TE,ACT,78,251,3,Michigan
SEA,AJ Finley,30,SAF,ACT,74,202,4,Mississippi
SEA,Abraham Lucas,72,OT,ACT,78,322,5,Washington State
SEA,Aidan Hubbard,93,LB,DEV,76,259,R,Northwestern
SEA,Andre Fuller,35,CB,DEV,73,200,R,Toledo
SEA,Anthony Bradford,75,G,ACT,76,335,4,LSU
SEA,Avery Smith,27,CB,ACT,71,196,R,Toledo
SEA,Beau Stephens,70,G,ACT,77,315,R,Iowa
SEA,Bobby Hart,,OT,DEV,77,310,10,Florida State
SEA,Brady Russell,38,RB,ACT,75,250,4,Colorado
SEA,Brandon Pili,95,DT,ACT,75,334,4,USC
SEA,Bud Clark,9,SAF,RES,73,188,R,TCU
SEA,Byron Murphy II,91,DT,ACT,72,306,3,Texas
SEA,Charles Cross,67,OT,ACT,77,317,5,Mississippi State
SEA,Chazz Surratt,44,LB,ACT,74,233,5,North Carolina
SEA,Chris Stoll,41,LS,ACT,74,255,4,Penn State
SEA,Christian Haynes,64,G,ACT,75,318,3,Connecticut
SEA,Connor O'Toole,57,LB,ACT,75,248,2,Utah
SEA,Cooper Kupp,10,WR,ACT,74,205,10,Eastern Washington
SEA,D'Anthony Bell,34,DB,DEV,73,211,5,University of West Florida
SEA,Dante Fowler Jr.,56,LB,ACT,75,264,12,Florida
SEA,DeMarcus Lawrence,,LB,ACT,75,254,13,Boise State
SEA,Derick Hall,58,LB,ACT,75,260,4,Auburn
SEA,Deven Eastern,97,DT,DEV,78,320,R,Minnesota
SEA,Devon Witherspoon,21,CB,ACT,72,185,4,Illinois
SEA,Drake Thomas,32,LB,ACT,71,228,4,N.C. State
SEA,Drew Lock,2,QB,ACT,76,228,8,Missouri
SEA,Elijah Arroyo,18,TE,ACT,77,254,2,Miami
SEA,Emanuel Wilson,23,RB,ACT,70,226,4,Fort Valley State College
SEA,Emmanuel Henderson Jr.,84,WR,DEV,73,185,R,Kansas
SEA,Eric Saubert,81,TE,ACT,77,248,9,Drake
SEA,Ernest Jones,13,LB,ACT,74,233,6,South Carolina
SEA,Evan Beerntsen,,G,DEV,76,310,R,Northwestern
SEA,Federico Maranges,62,C,DEV,75,302,1,Florida Atlantic
SEA,George Holani,36,RB,ACT,70,210,3,Boise State
SEA,Grey Zabel,76,G,ACT,78,316,2,North Dakota State
SEA,Irvin Charles,85,WR,RSR,76,219,4,"Indiana PA, University of"
SEA,Jacardia Wright,31,RB,DEV,72,218,1,Missouri State
SEA,Jadarian Price,8,RB,ACT,71,209,R,Notre Dame
SEA,Jake Bobo,19,WR,RES,76,211,4,UCLA
SEA,Jalen Milroe,6,QB,ACT,74,216,2,Alabama
SEA,Jalen Sundell,61,OT,ACT,77,300,3,North Dakota State
SEA,Jarran Reed,90,DT,ACT,75,315,11,Alabama
SEA,Jason Myers,5,K,ACT,70,190,12,Marist
SEA,Jaxon Smith-Njigba,11,WR,ACT,72,197,4,Ohio State
SEA,Josh Jobe,29,CB,ACT,71,190,5,Alabama
SEA,Josh Jones,74,OT,ACT,79,339,7,Houston
SEA,Julian Hicks,82,WR,DEV,74,201,1,Albany
SEA,Julian Love,20,SAF,ACT,71,195,8,Notre Dame
SEA,Julian Neal,1,CB,ACT,74,203,R,Arkansas
SEA,Leonard Williams,99,DE,ACT,77,310,12,USC
SEA,Logan Brown,73,OT,DEV,78,312,1,Kansas
SEA,Mason Richman,78,G,RES,77,307,2,Iowa
SEA,Maxen Hook,43,SAF,DEV,72,205,1,Toledo
SEA,Michael Dansby,37,CB,DEV,71,185,R,Arizona
SEA,Michael Dickson,4,P,ACT,74,208,9,Texas
SEA,Mike Morris,94,DE,ACT,78,306,4,Michigan
SEA,Montorie Foster Jr,87,WR,ACT,71,188,1,Michigan State
SEA,Nehemiah Pritchett,28,CB,ACT,72,190,3,Auburn
SEA,Nick Emmanwori,3,SAF,ACT,75,220,2,South Carolina
SEA,Nick Kallerup,89,TE,ACT,77,266,2,Minnesota
SEA,Olu Oluwatimi,55,C,ACT,75,309,4,Michigan
SEA,Patrick O'Connell,52,LB,ACT,73,231,3,Montana
SEA,Rashid Shaheed,22,WR,ACT,72,180,5,Weber State
SEA,Ricky White III,86,WR,DEV,73,181,1,UNLV
SEA,Robbie Ouzts,40,RB,RES,75,274,2,Alabama
SEA,Rodney Thomas,24,SAF,DEV,73,196,5,Yale
SEA,Rylie Mills,98,DT,ACT,77,296,1,Notre Dame
SEA,Sam Darnold,14,QB,ACT,75,225,9,USC
SEA,Terrion Arnold,,CB,EXE,72,195,3,Alabama
SEA,Tory Horton,15,WR,ACT,74,196,2,Colorado State
SEA,Trevon Diggs,16,CB,DEV,73,203,7,Alabama
SEA,Ty Okada,39,SAF,ACT,71,200,2,Montana State
SEA,Tyrice Knight,48,LB,ACT,72,233,3,Texas-El Paso
SEA,Uchenna Nwosu,7,LB,ACT,74,265,9,USC
SEA,Velus Jones Jr.,33,WR,DEV,72,204,6,Tennessee
SEA,Zach Charbonnet,26,RB,PUP,73,220,4,UCLA
SF,Alfred Collins,95,DT,RES,77,332,2,Texas
SF,Andrew Farmer II,,LB,RES,76,250,2,Lane College
SF,Ashtyn Davis,24,SAF,ACT,73,205,7,California
SF,Austen Pleasants,62,OL,RSR,79,330,2,Ohio
SF,Brandon Aiyuk,11,WR,RLS,72,200,6,Arizona State
SF,Brandon Codrington,,DB,DEV,69,185,3,North Carolina Central
SF,Brayden Willis,,TE,ACT,76,240,3,Oklahoma
SF,Brett Toth,78,G,RES,78,304,7,Army
SF,Brock Purdy,13,QB,ACT,73,220,5,Iowa State
SF,C.J. West,99,DT,ACT,73,316,2,Indiana
SF,Carver Willis,74,OT,ACT,77,303,R,Washington
SF,Christian Kirk,3,WR,RSR,71,200,9,Texas A&M
SF,Christian McCaffrey,23,RB,ACT,71,210,10,Stanford
SF,Colton McKivitz,68,OT,ACT,78,301,7,West Virginia
SF,Connor Colby,75,G,ACT,77,309,2,Iowa
SF,Corliss Waitman,15,P,ACT,74,210,4,South Alabama
SF,Darrick Forrest,29,SAF,RES,71,200,5,Cincinnati
SF,De'Zhaun Stribling,7,WR,RES,74,207,R,Mississippi
SF,Deebo Samuel Sr.,19,WR,ACT,72,215,8,South Carolina
SF,Demarcus Robinson,11,WR,ACT,73,203,11,Florida
SF,Deommodore Lenoir,2,CB,ACT,70,200,6,Oregon
SF,Dominick Puni,77,OT,ACT,77,313,3,Kansas
SF,Drake Nugent,66,C,DEV,73,300,1,Michigan
SF,Dre Greenlaw,57,LB,ACT,72,230,8,Arkansas
SF,Eddy Pineiro,18,K,ACT,71,190,9,Florida
SF,Enrique Cruz Jr.,69,OT,ACT,77,313,R,Kansas
SF,Ephesians Prysock,35,CB,ACT,76,195,R,Washington
SF,Foster Sarell,,OT,DEV,78,322,5,Stanford
SF,Fred Warner,54,MLB,ACT,75,230,9,BYU
SF,Garret Wallow,49,LB,ACT,74,230,6,TCU
SF,George Kittle,85,TE,ACT,76,250,10,Iowa
SF,Gracen Halton,93,DT,ACT,75,293,R,Oklahoma
SF,Isaac Alarcon,67,OT,DEV,79,320,1,
SF,Isaac Guerendo,31,RB,PUP,72,221,3,Louisville
SF,Jack Jones,25,CB,ACT,71,175,5,Arizona State
SF,Jack Stoll,,TE,DEV,76,247,6,Nebraska
SF,Jacob Cowing,4,WR,ACT,69,170,3,Arizona
SF,Jaden Dugger,53,LB,ACT,77,242,R,Louisiana
SF,Jake Brendel,64,C,ACT,76,299,9,UCLA
SF,Jake Tonges,88,TE,RES,76,240,4,California
SF,Jakob Robinson,43,CB,DEV,70,181,2,BYU
SF,Jalen Graham,41,LB,DEV,75,220,3,Purdue
SF,Jalen Stroman,38,SAF,DEV,72,203,R,Notre Dame
SF,James Thompson Jr.,96,DT,ACT,78,308,R,Illinois
SF,Jarrett Patterson,58,C,ACT,76,310,4,Notre Dame
SF,Ji'Ayir Brown,27,SAF,ACT,71,202,4,Penn State
SF,Jon Weeks,46,LS,ACT,70,242,17,Baylor
SF,Jordan James,29,RB,ACT,69,208,2,Oregon
SF,Jordan Watkins,17,WR,ACT,71,196,2,Mississippi
SF,Kaelon Black,26,RB,ACT,69,208,R,Indiana
SF,Keion White,56,DE,ACT,77,285,4,Georgia Tech
SF,Kevin Givens,90,DT,DEV,73,285,7,Penn State
SF,KhaDarel Hodge,,WR,ACT,74,210,9,Prairie View A&M
SF,Khalid Kareem,,DE,ACT,76,255,4,Notre Dame
SF,Khalil Dinkins,,TE,DEV,76,226,R,Penn State
SF,Kurtis Rourke,14,QB,ACT,76,221,1,Indiana
SF,Kyle Juszczyk,44,FB,ACT,74,235,14,Harvard
SF,Luke Farrell,89,TE,ACT,77,250,6,Ohio State
SF,Luke Gifford,51,LB,ACT,75,242,8,Nebraska
SF,Mac Jones,10,QB,ACT,75,220,6,Alabama
SF,Malik Mustapha,6,SAF,ACT,70,206,3,Wake Forest
SF,Marques Sigle,36,SAF,ACT,71,199,2,Kansas State
SF,McKinnley Jackson,,DT,DEV,74,330,3,Texas A&M
SF,Mikail Kamara,59,DE,RES,73,265,R,Indiana
SF,Mike Evans,5,WR,ACT,77,231,13,Texas A&M
SF,Mykel Williams,98,DE,PUP,77,267,2,Georgia
SF,Nate Hobbs,22,CB,RES,73,195,6,Illinois
SF,Nick Bosa,97,DE,ACT,76,266,8,Ohio State
SF,Nick Martin,45,LB,RES,71,221,2,Oklahoma State
SF,Nick Zakelj,,OT,RES,78,316,4,Fordham
SF,Ogbo Okoronkwo,59,DE,ACT,74,253,9,Oklahoma
SF,Osa Odighizuwa,92,DT,ACT,74,280,6,UCLA
SF,Renardo Green,,CB,ACT,72,186,3,Florida State
SF,Ricky Pearsall,1,WR,RES,73,189,3,Florida
SF,Romello Height,94,DE,ACT,75,239,R,Texas Tech
SF,Sam Okuayinonu,91,DT,RES,73,269,4,Maryland
SF,Sebastian Valdez,55,DL,DEV,75,301,1,Washington
SF,Sincere McCormick,35,RB,DEV,69,205,3,Texas-San Antonio
SF,Siran Neal,33,DB,ACT,72,206,9,Jacksonville State
SF,Tatum Bethune,48,LB,ACT,72,230,3,Florida State
SF,Trent Williams,71,OT,ACT,77,320,17,Oklahoma
SF,Upton Stout,20,CB,ACT,69,182,2,Western Kentucky
SF,Vederian Lowe,76,OT,ACT,77,315,5,Illinois
SF,Vincent Anthony Jr.,,DE,DEV,78,250,R,Duke
SF,Wesley Grimes,18,WR,DEV,74,193,R,N.C. State
SF,Will Pauling,84,WR,DEV,69,183,R,Notre Dame
TB,A'Shawn Robinson,91,DT,ACT,75,320,11,Alabama
TB,Al-Quadin Muhammad,97,LB,ACT,76,250,9,Miami
TB,Alex Anzalone,34,MLB,ACT,75,234,10,Florida
TB,Anthony Nelson,98,LB,ACT,79,271,8,Iowa
TB,Antoine Winfield Jr.,31,SAF,ACT,69,203,7,Minnesota
TB,Ayden Garnes,24,CB,ACT,72,183,R,Arizona
TB,Baker Mayfield,6,QB,ACT,73,215,9,Oklahoma
TB,Bauer Sharp,84,TE,ACT,77,246,R,LSU
TB,Ben Bredeson,68,G,ACT,77,315,7,Michigan
TB,Ben Scott,66,G,DEV,77,310,1,Nebraska
TB,Benjamin Chukwuma,70,OT,ACT,78,310,2,Georgia State
TB,Benjamin Morrison,21,CB,ACT,72,190,2,Notre Dame
TB,Billy Schrauth,75,G,ACT,76,310,R,Notre Dame
TB,Bucky Irving,7,RB,ACT,70,194,3,Oregon
TB,CJ Dippre,,TE,DEV,77,256,2,Alabama
TB,Cade Otton,88,TE,ACT,77,247,5,Washington
TB,Caden Fordham,,LB,DEV,73,232,R,N.C. State
TB,Calijah Kancey,94,DT,ACT,72,280,4,Pittsburgh
TB,Chase McLaughlin,4,K,ACT,72,190,8,Illinois
TB,Chris Godwin Jr.,14,WR,ACT,73,209,10,Penn State
TB,Christian Rozeboom,52,LB,ACT,74,230,6,South Dakota State
TB,Cody Mauch,69,G,ACT,78,303,4,North Dakota State
TB,Dan Feeney,65,G,ACT,76,310,10,Indiana
TB,David Sills,80,WR,RSR,75,211,4,West Virginia
TB,David Walker,51,LB,ACT,74,260,2,Central Arkansas
TB,DeMonte Capehart,90,DT,ACT,77,315,R,Clemson
TB,Dean Patterson IV,81,WR,DEV,74,200,R,Georgia Tech
TB,Deshawn McKnight,73,DT,RES,73,283,R,Arizona
TB,Easton Stick,,QB,DEV,73,224,7,North Dakota State
TB,Elijah Roberts,95,DE,ACT,76,295,2,SMU
TB,Elijah Simmons,92,DL,ACT,73,334,2,Tennessee
TB,Emeka Egbuka,2,WR,ACT,73,205,2,Ohio State
TB,Eric Rivers Jr.,83,WR,DEV,70,176,R,Georgia Tech
TB,Evan Deckers,86,LS,ACT,75,252,3,Duke
TB,Garrett Greene,85,WR,DEV,71,201,1,West Virginia
TB,Graham Barton,62,C,ACT,77,314,3,Duke
TB,Henry Lutovsky,61,G,DEV,78,320,R,Nebraska
TB,Ifeatu Melifonwu,5,SAF,DEV,75,210,6,Syracuse
TB,JJ Roberts,36,DB,DEV,72,195,2,Marshall
TB,Jacob Parrish,25,CB,ACT,70,198,2,Kansas State
TB,Jalen McMillan,11,WR,ACT,73,192,3,Washington
TB,Jalon Daniels,10,QB,ACT,72,220,R,Kansas
TB,Javin Wright,48,LB,DEV,76,232,R,Nebraska
TB,Jayson Jones,93,DT,DEV,78,345,1,Auburn
TB,Josh Hayes,32,DB,RSR,72,190,4,Kansas State
TB,Josh Williams,18,RB,DEV,68,210,2,LSU
TB,Josiah Trotter,45,LB,ACT,74,237,R,Missouri
TB,Justin Skule,77,OT,ACT,78,315,7,Vanderbilt
TB,Kameron Johnson,19,WR,ACT,70,170,3,Barton College
TB,Keionte Scott,22,CB,ACT,72,195,R,Miami
TB,Kenny Gainwell,1,RB,ACT,69,200,6,Memphis
TB,Kevin Knowles,,DB,ACT,71,190,2,Florida State
TB,Ko Kieft,41,TE,ACT,77,265,5,Minnesota
TB,Luke Goedeke,67,OT,ACT,77,312,5,Central Michigan
TB,Luke Haggard,72,G,ACT,79,305,2,Indiana
TB,Miles Killebrew,29,SAF,ACT,74,222,11,Southern Utah State
TB,Mohamed Kamara,59,LB,RES,73,253,2,Colorado State
TB,Paul Rubelt,76,OT,DEV,82,313,R,UCF
TB,Payne Durham,87,TE,ACT,77,255,4,Purdue
TB,Rakeem Nunez-Roches,56,DT,ACT,74,305,12,Southern Mississippi
TB,Riley Dixon,9,P,ACT,76,221,11,Syracuse
TB,Rueben Bain Jr.,3,LB,ACT,75,270,R,Miami
TB,Sean Murphy-Bunting,26,CB,DEV,72,195,7,Central Michigan
TB,Sean Tucker,44,RB,ACT,70,205,4,Syracuse
TB,Silas Walters,,DB,DEV,73,194,R,Miami (Ohio)
TB,SirVocea Dennis,8,LB,ACT,72,230,4,Pittsburgh
TB,Ted Hurst III,17,WR,ACT,75,195,R,Georgia State
TB,Tez Johnson,15,WR,ACT,70,165,2,Oregon
TB,Tristan Wirfs,78,OT,ACT,77,320,7,Iowa
TB,Tykee Smith,23,SAF,ACT,70,202,3,Georgia
TB,Vita Vea,50,DT,ACT,76,347,9,Washington
TB,Yasir Holmes,57,LB,DEV,76,240,R,Tarleton State
TB,Yaya Diaby,,LB,ACT,75,270,4,Louisville
TB,Zyon McCollum,27,CB,ACT,74,199,5,Sam Houston State
TEN,Alontae Taylor,24,CB,ACT,73,199,5,Tennessee
TEN,Amani Hooker,37,SAF,ACT,71,210,8,Iowa
TEN,Anthony Hill Jr.,53,LB,ACT,75,238,R,Texas
TEN,Atonio Mafi,,G,ACT,75,330,2,UCLA
TEN,Austin Schlottmann,51,C,ACT,78,310,8,TCU
TEN,Brandon Crenshaw-Dickson,78,OT,ACT,79,316,2,Florida
TEN,Calvin Ridley,,WR,ACT,73,190,8,Alabama
TEN,Cam Ward,1,QB,ACT,74,219,2,Miami
TEN,Carnell Tate,14,WR,ACT,74,192,R,Ohio State
TEN,Cedric Gray,33,LB,ACT,74,240,3,North Carolina
TEN,Chimere Dike,17,WR,ACT,73,196,2,Florida
TEN,Cody Barton,50,LB,ACT,74,237,8,Utah
TEN,Cordale Flott,18,CB,ACT,73,175,5,LSU
TEN,Dan Moore Jr.,75,OT,ACT,77,315,6,Texas A&M
TEN,Daniel Bellinger,82,TE,ACT,78,255,5,San Diego State
TEN,David Martin-Robinson,88,TE,ACT,75,255,3,Temple
TEN,Dorian Mausi,54,LB,RSR,73,234,2,Auburn
TEN,Drew Moss,67,G,CUT,75,310,2,Colorado State
TEN,Elic Ayomanor,5,WR,ACT,74,206,2,Stanford
TEN,Erick Hallett,41,SAF,DEV,71,200,2,Pittsburgh
TEN,Fernando Carmona,66,G,ACT,77,316,R,Arkansas
TEN,Garrett Dellinger,71,G,DEV,77,330,1,LSU
TEN,Gunnar Helm,84,TE,ACT,77,241,2,Texas
TEN,Hendon Hooker,16,QB,DEV,75,221,3,Tennessee
TEN,Isaiah Oliver,,FS,DEV,72,202,9,Colorado
TEN,JC Latham,55,OT,ACT,78,342,3,Alabama
TEN,Jackie Marshall,96,DT,ACT,74,293,R,Baylor
TEN,Jackson Slater,64,G,ACT,75,320,2,Sacramento State
TEN,Jacob Martin,57,DE,ACT,74,260,9,Temple
TEN,Jalen McMurray,47,CB,DEV,71,184,R,Tennessee
TEN,Jalyn Holmes,97,DT,DEV,77,283,7,Ohio State
TEN,James Hudson,59,OT,ACT,77,310,6,Cincinnati
TEN,James Williams,52,LB,ACT,76,232,3,Miami
TEN,Jaren Kanak,81,TE,RES,74,233,R,Oklahoma
TEN,Jaylen Harrell,92,DE,RES,76,255,3,Michigan
TEN,Jaylon Jones,,DB,ACT,74,203,4,Texas A&M
TEN,Jeffery Simmons,98,DT,ACT,76,305,8,Mississippi State
TEN,Jermaine Johnson II,11,DE,ACT,77,254,5,Florida State
TEN,Jimmy Ciarlo,,LB,DEV,74,225,2,Army
TEN,Joel Wilson,83,TE,DEV,76,245,1,Central Michigan
TEN,Joey Slye,6,K,ACT,71,228,8,Virginia Tech
TEN,John Franklin-Myers,91,DE,ACT,76,288,9,Stephen F. Austin State
TEN,Jordan Elliott,95,DT,ACT,76,325,7,Missouri
TEN,Joshua Williams,25,CB,RSR,75,201,5,Fayetteville State University
TEN,Julius Chestnut,36,RB,ACT,71,228,5,Sacred Heart University
TEN,K.J. Osborn,8,WR,DEV,71,203,6,Miami
TEN,Kalel Mullings,31,RB,DEV,74,226,2,Michigan
TEN,Keldric Faulk,15,DE,ACT,77,274,R,Auburn
TEN,Kendell Brooks,30,SAF,RES,72,206,2,Michigan State
TEN,Kevin Winston Jr.,23,SAF,ACT,74,213,2,Penn State
TEN,Kylen Granson,86,TE,ACT,75,242,6,SMU
TEN,Laki Tasi,68,NT,DEV,78,373,1,
TEN,Marcus Harris,26,CB,ACT,71,188,2,California
TEN,Micah Robinson,21,CB,ACT,71,186,2,Tulane
TEN,Michael Carter,35,RB,DEV,68,201,5,North Carolina
TEN,Milo Eifler,45,LB,RES,74,225,3,Illinois
TEN,Mitchell Trubisky,10,QB,ACT,74,222,10,North Carolina
TEN,Mohamoud Diabate,44,LB,DEV,76,235,4,Utah
TEN,Morgan Cox,46,LS,ACT,76,233,17,Tennessee
TEN,Nazir Stackhouse,93,DT,ACT,76,327,2,Georgia
TEN,Nicholas Singleton,32,RB,ACT,72,219,R,Penn State
TEN,Oluwafemi Oladejo,7,DE,ACT,75,259,2,UCLA
TEN,Owen Pappoe,40,LB,ACT,72,230,4,Auburn
TEN,Pat Coogan,79,C,ACT,77,310,R,Indiana
TEN,Peter Skoronski,77,G,ACT,76,330,4,Northwestern
TEN,Rasheed Miller,62,OT,DEV,79,310,R,Louisville
TEN,Shemar Bartholomew,,CB,CUT,73,200,2,Georgia Southern
TEN,Solomon Thomas,90,DT,ACT,74,285,10,Stanford
TEN,Tanoh Kpassagnon,58,DE,RES,79,289,8,Villanova
TEN,Terrell Burgess,38,SAF,ACT,71,202,6,Utah
TEN,Timmy Horne,94,DT,DEV,76,312,4,Kansas State
TEN,Tommy Townsend,3,P,ACT,73,191,7,Florida
TEN,Tony Adams,29,SAF,ACT,71,210,5,Illinois
TEN,Tony Pollard,20,RB,ACT,72,209,8,Memphis
TEN,Truman Jones,56,DE,ACT,75,255,2,Harvard
TEN,Tyjae Spears,2,RB,ACT,71,200,4,Tulane
TEN,Tyren Montgomery,19,WR,DEV,71,204,R,John Carroll University
TEN,Wan'Dale Robinson,4,WR,ACT,68,185,5,Kentucky
TEN,Xavier Restrepo,87,WR,DEV,70,202,1,Miami
WAS,Ale Kaho,51,LB,DEV,74,230,2,UCLA
WAS,Amik Robertson,2,CB,ACT,69,183,7,Louisiana Tech
WAS,Andrew Wylie,71,G,ACT,77,304,9,Eastern Michigan
WAS,Antonio Williams,14,WR,ACT,71,195,R,Clemson
WAS,Athan Kaliakmanis,16,QB,ACT,74,216,R,Rutgers
WAS,Austin Keys,,LB,DEV,74,244,2,Auburn
WAS,Ben Sinnott,82,TE,ACT,76,245,3,Kansas State
WAS,Brandon Coleman,74,G,ACT,78,320,3,TCU
WAS,Byron Cowart,55,DT,DEV,75,300,6,Maryland
WAS,Charles Omenihu,90,DE,ACT,77,280,8,Texas
WAS,Chig Okonkwo,85,TE,ACT,75,238,5,Maryland
WAS,Chris Paul,75,G,ACT,76,324,5,Tulsa
WAS,Colson Yankoff,80,TE,ACT,76,225,3,UCLA
WAS,Craig Reynolds,24,RB,DEV,71,225,7,Kutztown
WAS,DJ Johnson,53,DE,CUT,76,260,3,Oregon
WAS,Darius Rush,29,CB,CUT,74,198,2,South Carolina
WAS,Daron Payne,94,NT,ACT,75,320,9,Alabama
WAS,Deatrich Wise,91,DE,PUP,77,280,10,Arkansas
WAS,Dorance Armstrong,92,DE,ACT,76,255,9,Kansas
WAS,Drew Stevens,19,K,ACT,73,213,R,Iowa
WAS,Dyami Brown,6,WR,ACT,72,195,6,North Carolina
WAS,Esa Pole,,OT,DEV,79,319,2,Washington State
WAS,Fabian Moreau,24,CB,ACT,72,204,10,UCLA
WAS,Frankie Luvu,4,LB,ACT,75,236,9,Washington State
WAS,Fred Davis,38,CB,DEV,73,200,R,Northwestern
WAS,Isaac Yiadom,,CB,ACT,73,188,9,Boston College
WAS,Jack Westover,,TE,DEV,75,252,2,Washington
WAS,Jacory Croskey-Merritt,22,RB,ACT,71,208,2,Arizona
WAS,Jaden Bradley,86,WR,DEV,76,195,R,UNLV
WAS,Javon Kinlaw,99,DT,ACT,77,319,7,South Carolina
WAS,Javontae Jean-Baptiste,41,LB,ACT,76,260,3,Notre Dame
WAS,Jayden Daniels,5,QB,ACT,76,210,3,LSU
WAS,Jaylin Lane,83,WR,ACT,70,196,2,Virginia Tech
WAS,Jeffrey M'ba,60,DT,DEV,78,312,R,SMU
WAS,Jer'Zhan Newton,95,DT,RES,74,295,3,Illinois
WAS,Jeremy McNichols,26,RB,RSR,69,205,6,Boise State
WAS,Jeremy Reaves,39,DB,ACT,71,200,7,South Alabama
WAS,John Bates,87,TE,ACT,78,256,6,Boise State
WAS,Jordan Magee,58,LB,RES,75,226,3,Temple
WAS,Josh Conerly Jr.,72,OT,ACT,76,315,2,Oregon
WAS,Joshua Josephs,48,LB,ACT,75,240,R,Tennessee
WAS,Julian Good-Jones,61,G,DEV,77,313,2,Iowa State
WAS,K'Lavon Chaisson,45,LB,ACT,75,255,7,LSU
WAS,Kain Medrano,56,LB,ACT,75,230,2,UCLA
WAS,Kaytron Allen,31,RB,ACT,71,217,R,Penn State
WAS,Laremy Tunsil,78,OT,RES,77,313,11,Mississippi
WAS,Leo Chenal,54,LB,ACT,75,250,5,Wisconsin
WAS,Lucas Patrick,,G,ACT,75,313,10,Duke
WAS,Luke McCaffrey,11,WR,ACT,74,195,3,Rice
WAS,Marcus Mariota,8,QB,ACT,76,222,12,Oregon
WAS,Marvin Jones Jr.,,LB,DEV,77,262,R,Oklahoma
WAS,Matt Gulbin,66,C,ACT,76,312,R,Michigan State
WAS,Mike Sainristil,,CB,ACT,70,182,3,Michigan
WAS,Nick Allegretti,67,G,ACT,76,310,8,Illinois
WAS,Nick Cross,25,SAF,ACT,72,212,5,Maryland
WAS,Odafe Oweh,98,LB,ACT,77,251,6,Penn State
WAS,Percy Butler,35,SAF,ACT,72,191,5,Louisiana-Lafayette
WAS,Quan Martin,20,SAF,ACT,72,195,4,Illinois
WAS,Rachaad White,1,RB,ACT,72,214,5,Arizona State
WAS,Rasul Douglas,29,CB,ACT,74,209,10,West Virginia
WAS,Ricky Barber,50,DT,DEV,75,295,1,UCF
WAS,Robert Henry Jr.,30,RB,DEV,69,205,R,Texas-San Antonio
WAS,Sam Cosmi,76,OT,ACT,78,309,6,Texas
WAS,Sam Hartman,15,QB,DEV,73,209,1,Notre Dame
WAS,Shy Tuttle,96,DT,ACT,75,300,8,Tennessee
WAS,Sonny Styles,52,LB,ACT,77,243,R,Ohio State
WAS,Stefon Diggs,3,WR,ACT,72,191,12,Maryland
WAS,Tanoa Togiai,62,G,ACT,78,321,R,Utah
WAS,Terell Smith,,CB,DEV,72,204,4,Minnesota
WAS,Terry McLaurin,17,WR,ACT,72,210,8,Ohio State
WAS,Tim Settle,97,DT,ACT,75,315,9,Virginia Tech
WAS,Trent Scott,73,OT,DEV,77,320,9,Grambling State
WAS,Tress Way,10,P,ACT,73,220,13,Oklahoma
WAS,Trey Amos,23,CB,RSR,73,190,2,Mississippi
WAS,Treylon Burks,13,WR,ACT,74,225,5,Arkansas
WAS,Tyler Ott,69,LS,ACT,75,253,12,Harvard
WAS,Tyler Owens,18,DB,ACT,74,213,3,Texas Tech
WAS,Van Jefferson,,WR,DEV,73,200,7,Florida
